jurisdiction,date,deaths,cause
New York,2016-11-12,442,cancer
New York,2016-11-12,511,heart
New York,2016-11-12,1968,all
New York,2016-11-12,1838,natural
New York,2016-11-19,415,cancer
New York,2016-11-19,510,heart
New York,2016-11-19,1898,all
New York,2016-11-19,1762,natural
New York,2016-11-26,366,cancer
New York,2016-11-26,553,heart
New York,2016-11-26,1914,all
New York,2016-11-26,1786,natural
New York,2016-12-03,418,cancer
New York,2016-12-03,548,heart
New York,2016-12-03,1936,all
New York,2016-12-03,1806,natural
New York,2016-12-10,410,cancer
New York,2016-12-10,550,heart
New York,2016-12-10,1911,all
New York,2016-12-10,1782,natural
New York,2016-12-17,425,cancer
New York,2016-12-17,567,heart
New York,2016-12-17,1982,all
New York,2016-12-17,1860,natural
New York,2016-12-24,417,cancer
New York,2016-12-24,561,heart
New York,2016-12-24,2055,all
New York,2016-12-24,1927,natural
New York,2016-12-31,429,cancer
New York,2016-12-31,565,heart
New York,2016-12-31,2012,all
New York,2016-12-31,1896,natural
New York,2017-01-07,432,cancer
New York,2017-01-07,636,heart
New York,2017-01-07,2162,all
New York,2017-01-07,2020,natural
New York,2017-01-14,423,cancer
New York,2017-01-14,594,heart
New York,2017-01-14,2112,all
New York,2017-01-14,1977,natural
New York,2017-01-21,429,cancer
New York,2017-01-21,551,heart
New York,2017-01-21,2048,all
New York,2017-01-21,1929,natural
New York,2017-01-28,442,cancer
New York,2017-01-28,605,heart
New York,2017-01-28,2163,all
New York,2017-01-28,2029,natural
New York,2017-02-04,441,cancer
New York,2017-02-04,540,heart
New York,2017-02-04,2031,all
New York,2017-02-04,1890,natural
New York,2017-02-11,443,cancer
New York,2017-02-11,552,heart
New York,2017-02-11,2125,all
New York,2017-02-11,1988,natural
New York,2017-02-18,399,cancer
New York,2017-02-18,539,heart
New York,2017-02-18,2040,all
New York,2017-02-18,1910,natural
New York,2017-02-25,408,cancer
New York,2017-02-25,555,heart
New York,2017-02-25,2074,all
New York,2017-02-25,1949,natural
New York,2017-03-04,346,cancer
New York,2017-03-04,543,heart
New York,2017-03-04,1968,all
New York,2017-03-04,1834,natural
New York,2017-03-11,411,cancer
New York,2017-03-11,521,heart
New York,2017-03-11,2030,all
New York,2017-03-11,1880,natural
New York,2017-03-18,396,cancer
New York,2017-03-18,575,heart
New York,2017-03-18,2011,all
New York,2017-03-18,1883,natural
New York,2017-03-25,414,cancer
New York,2017-03-25,525,heart
New York,2017-03-25,2042,all
New York,2017-03-25,1887,natural
New York,2017-04-01,433,cancer
New York,2017-04-01,493,heart
New York,2017-04-01,1941,all
New York,2017-04-01,1824,natural
New York,2017-04-08,365,cancer
New York,2017-04-08,504,heart
New York,2017-04-08,1855,all
New York,2017-04-08,1736,natural
New York,2017-04-15,433,cancer
New York,2017-04-15,541,heart
New York,2017-04-15,1998,all
New York,2017-04-15,1856,natural
New York,2017-04-22,436,cancer
New York,2017-04-22,509,heart
New York,2017-04-22,1872,all
New York,2017-04-22,1751,natural
New York,2017-04-29,426,cancer
New York,2017-04-29,532,heart
New York,2017-04-29,1966,all
New York,2017-04-29,1817,natural
New York,2017-05-06,414,cancer
New York,2017-05-06,472,heart
New York,2017-05-06,1864,all
New York,2017-05-06,1752,natural
New York,2017-05-13,391,cancer
New York,2017-05-13,497,heart
New York,2017-05-13,1795,all
New York,2017-05-13,1652,natural
New York,2017-05-20,395,cancer
New York,2017-05-20,552,heart
New York,2017-05-20,1911,all
New York,2017-05-20,1762,natural
New York,2017-05-27,370,cancer
New York,2017-05-27,480,heart
New York,2017-05-27,1831,all
New York,2017-05-27,1685,natural
New York,2017-06-03,385,cancer
New York,2017-06-03,484,heart
New York,2017-06-03,1777,all
New York,2017-06-03,1609,natural
New York,2017-06-10,436,cancer
New York,2017-06-10,483,heart
New York,2017-06-10,1867,all
New York,2017-06-10,1732,natural
New York,2017-06-17,414,cancer
New York,2017-06-17,484,heart
New York,2017-06-17,1853,all
New York,2017-06-17,1733,natural
New York,2017-06-24,415,cancer
New York,2017-06-24,498,heart
New York,2017-06-24,1833,all
New York,2017-06-24,1690,natural
New York,2017-07-01,419,cancer
New York,2017-07-01,479,heart
New York,2017-07-01,1809,all
New York,2017-07-01,1676,natural
New York,2017-07-08,409,cancer
New York,2017-07-08,468,heart
New York,2017-07-08,1797,all
New York,2017-07-08,1638,natural
New York,2017-07-15,391,cancer
New York,2017-07-15,441,heart
New York,2017-07-15,1759,all
New York,2017-07-15,1600,natural
New York,2017-07-22,410,cancer
New York,2017-07-22,458,heart
New York,2017-07-22,1779,all
New York,2017-07-22,1642,natural
New York,2017-07-29,417,cancer
New York,2017-07-29,415,heart
New York,2017-07-29,1732,all
New York,2017-07-29,1588,natural
New York,2017-08-05,405,cancer
New York,2017-08-05,463,heart
New York,2017-08-05,1774,all
New York,2017-08-05,1627,natural
New York,2017-08-12,427,cancer
New York,2017-08-12,415,heart
New York,2017-08-12,1691,all
New York,2017-08-12,1564,natural
New York,2017-08-19,407,cancer
New York,2017-08-19,479,heart
New York,2017-08-19,1762,all
New York,2017-08-19,1628,natural
New York,2017-08-26,396,cancer
New York,2017-08-26,488,heart
New York,2017-08-26,1784,all
New York,2017-08-26,1655,natural
New York,2017-09-02,415,cancer
New York,2017-09-02,481,heart
New York,2017-09-02,1812,all
New York,2017-09-02,1691,natural
New York,2017-09-09,419,cancer
New York,2017-09-09,492,heart
New York,2017-09-09,1814,all
New York,2017-09-09,1686,natural
New York,2017-09-16,416,cancer
New York,2017-09-16,455,heart
New York,2017-09-16,1787,all
New York,2017-09-16,1655,natural
New York,2017-09-23,410,cancer
New York,2017-09-23,478,heart
New York,2017-09-23,1826,all
New York,2017-09-23,1692,natural
New York,2017-09-30,404,cancer
New York,2017-09-30,431,heart
New York,2017-09-30,1785,all
New York,2017-09-30,1633,natural
New York,2017-10-07,416,cancer
New York,2017-10-07,454,heart
New York,2017-10-07,1827,all
New York,2017-10-07,1699,natural
New York,2017-10-14,442,cancer
New York,2017-10-14,428,heart
New York,2017-10-14,1823,all
New York,2017-10-14,1707,natural
New York,2017-10-21,439,cancer
New York,2017-10-21,459,heart
New York,2017-10-21,1819,all
New York,2017-10-21,1710,natural
New York,2017-10-28,425,cancer
New York,2017-10-28,462,heart
New York,2017-10-28,1853,all
New York,2017-10-28,1718,natural
New York,2017-11-04,398,cancer
New York,2017-11-04,454,heart
New York,2017-11-04,1822,all
New York,2017-11-04,1686,natural
New York,2017-11-11,440,cancer
New York,2017-11-11,464,heart
New York,2017-11-11,1908,all
New York,2017-11-11,1803,natural
New York,2017-11-18,395,cancer
New York,2017-11-18,529,heart
New York,2017-11-18,1939,all
New York,2017-11-18,1831,natural
New York,2017-11-25,455,cancer
New York,2017-11-25,554,heart
New York,2017-11-25,2011,all
New York,2017-11-25,1902,natural
New York,2017-12-02,446,cancer
New York,2017-12-02,531,heart
New York,2017-12-02,2012,all
New York,2017-12-02,1898,natural
New York,2017-12-09,432,cancer
New York,2017-12-09,497,heart
New York,2017-12-09,1965,all
New York,2017-12-09,1858,natural
New York,2017-12-16,435,cancer
New York,2017-12-16,540,heart
New York,2017-12-16,2036,all
New York,2017-12-16,1919,natural
New York,2017-12-23,446,cancer
New York,2017-12-23,605,heart
New York,2017-12-23,2180,all
New York,2017-12-23,2037,natural
New York,2017-12-30,419,cancer
New York,2017-12-30,567,heart
New York,2017-12-30,2096,all
New York,2017-12-30,1961,natural
New York,2018-01-06,429,cancer
New York,2018-01-06,658,heart
New York,2018-01-06,2283,all
New York,2018-01-06,2161,natural
New York,2018-01-13,455,cancer
New York,2018-01-13,706,heart
New York,2018-01-13,2445,all
New York,2018-01-13,2307,natural
New York,2018-01-20,413,cancer
New York,2018-01-20,587,heart
New York,2018-01-20,2237,all
New York,2018-01-20,2115,natural
New York,2018-01-27,411,cancer
New York,2018-01-27,555,heart
New York,2018-01-27,2161,all
New York,2018-01-27,2038,natural
New York,2018-02-03,415,cancer
New York,2018-02-03,529,heart
New York,2018-02-03,2136,all
New York,2018-02-03,2003,natural
New York,2018-02-10,406,cancer
New York,2018-02-10,598,heart
New York,2018-02-10,2197,all
New York,2018-02-10,2074,natural
New York,2018-02-17,400,cancer
New York,2018-02-17,568,heart
New York,2018-02-17,2124,all
New York,2018-02-17,2002,natural
New York,2018-02-24,406,cancer
New York,2018-02-24,585,heart
New York,2018-02-24,2123,all
New York,2018-02-24,1987,natural
New York,2018-03-03,413,cancer
New York,2018-03-03,561,heart
New York,2018-03-03,2081,all
New York,2018-03-03,1953,natural
New York,2018-03-10,431,cancer
New York,2018-03-10,522,heart
New York,2018-03-10,2013,all
New York,2018-03-10,1886,natural
New York,2018-03-17,403,cancer
New York,2018-03-17,527,heart
New York,2018-03-17,1947,all
New York,2018-03-17,1836,natural
New York,2018-03-24,413,cancer
New York,2018-03-24,511,heart
New York,2018-03-24,1995,all
New York,2018-03-24,1865,natural
New York,2018-03-31,405,cancer
New York,2018-03-31,529,heart
New York,2018-03-31,1959,all
New York,2018-03-31,1852,natural
New York,2018-04-07,417,cancer
New York,2018-04-07,470,heart
New York,2018-04-07,1950,all
New York,2018-04-07,1817,natural
New York,2018-04-14,404,cancer
New York,2018-04-14,530,heart
New York,2018-04-14,1965,all
New York,2018-04-14,1856,natural
New York,2018-04-21,413,cancer
New York,2018-04-21,534,heart
New York,2018-04-21,1998,all
New York,2018-04-21,1875,natural
New York,2018-04-28,411,cancer
New York,2018-04-28,500,heart
New York,2018-04-28,1889,all
New York,2018-04-28,1778,natural
New York,2018-05-05,431,cancer
New York,2018-05-05,482,heart
New York,2018-05-05,1899,all
New York,2018-05-05,1767,natural
New York,2018-05-12,420,cancer
New York,2018-05-12,446,heart
New York,2018-05-12,1789,all
New York,2018-05-12,1682,natural
New York,2018-05-19,359,cancer
New York,2018-05-19,438,heart
New York,2018-05-19,1681,all
New York,2018-05-19,1550,natural
New York,2018-05-26,424,cancer
New York,2018-05-26,447,heart
New York,2018-05-26,1809,all
New York,2018-05-26,1687,natural
New York,2018-06-02,393,cancer
New York,2018-06-02,458,heart
New York,2018-06-02,1742,all
New York,2018-06-02,1623,natural
New York,2018-06-09,437,cancer
New York,2018-06-09,466,heart
New York,2018-06-09,1833,all
New York,2018-06-09,1694,natural
New York,2018-06-16,414,cancer
New York,2018-06-16,445,heart
New York,2018-06-16,1821,all
New York,2018-06-16,1681,natural
New York,2018-06-23,405,cancer
New York,2018-06-23,468,heart
New York,2018-06-23,1853,all
New York,2018-06-23,1699,natural
New York,2018-06-30,419,cancer
New York,2018-06-30,468,heart
New York,2018-06-30,1791,all
New York,2018-06-30,1660,natural
New York,2018-07-07,425,cancer
New York,2018-07-07,486,heart
New York,2018-07-07,1870,all
New York,2018-07-07,1720,natural
New York,2018-07-14,435,cancer
New York,2018-07-14,439,heart
New York,2018-07-14,1836,all
New York,2018-07-14,1681,natural
New York,2018-07-21,409,cancer
New York,2018-07-21,447,heart
New York,2018-07-21,1811,all
New York,2018-07-21,1668,natural
New York,2018-07-28,411,cancer
New York,2018-07-28,455,heart
New York,2018-07-28,1816,all
New York,2018-07-28,1671,natural
New York,2018-08-04,396,cancer
New York,2018-08-04,470,heart
New York,2018-08-04,1755,all
New York,2018-08-04,1616,natural
New York,2018-08-11,418,cancer
New York,2018-08-11,444,heart
New York,2018-08-11,1749,all
New York,2018-08-11,1614,natural
New York,2018-08-18,419,cancer
New York,2018-08-18,455,heart
New York,2018-08-18,1818,all
New York,2018-08-18,1679,natural
New York,2018-08-25,392,cancer
New York,2018-08-25,477,heart
New York,2018-08-25,1814,all
New York,2018-08-25,1663,natural
New York,2018-09-01,364,cancer
New York,2018-09-01,495,heart
New York,2018-09-01,1750,all
New York,2018-09-01,1606,natural
New York,2018-09-08,372,cancer
New York,2018-09-08,435,heart
New York,2018-09-08,1697,all
New York,2018-09-08,1587,natural
New York,2018-09-15,397,cancer
New York,2018-09-15,461,heart
New York,2018-09-15,1747,all
New York,2018-09-15,1610,natural
New York,2018-09-22,387,cancer
New York,2018-09-22,461,heart
New York,2018-09-22,1764,all
New York,2018-09-22,1640,natural
New York,2018-09-29,412,cancer
New York,2018-09-29,479,heart
New York,2018-09-29,1840,all
New York,2018-09-29,1726,natural
New York,2018-10-06,442,cancer
New York,2018-10-06,456,heart
New York,2018-10-06,1856,all
New York,2018-10-06,1708,natural
New York,2018-10-13,433,cancer
New York,2018-10-13,499,heart
New York,2018-10-13,1883,all
New York,2018-10-13,1753,natural
New York,2018-10-20,453,cancer
New York,2018-10-20,518,heart
New York,2018-10-20,1965,all
New York,2018-10-20,1858,natural
New York,2018-10-27,442,cancer
New York,2018-10-27,540,heart
New York,2018-10-27,2003,all
New York,2018-10-27,1870,natural
New York,2018-11-03,402,cancer
New York,2018-11-03,535,heart
New York,2018-11-03,1939,all
New York,2018-11-03,1791,natural
New York,2018-11-10,424,cancer
New York,2018-11-10,500,heart
New York,2018-11-10,1924,all
New York,2018-11-10,1792,natural
New York,2018-11-17,379,cancer
New York,2018-11-17,522,heart
New York,2018-11-17,1877,all
New York,2018-11-17,1755,natural
New York,2018-11-24,447,cancer
New York,2018-11-24,514,heart
New York,2018-11-24,1943,all
New York,2018-11-24,1841,natural
New York,2018-12-01,368,cancer
New York,2018-12-01,552,heart
New York,2018-12-01,1973,all
New York,2018-12-01,1852,natural
New York,2018-12-08,382,cancer
New York,2018-12-08,527,heart
New York,2018-12-08,1955,all
New York,2018-12-08,1834,natural
New York,2018-12-15,426,cancer
New York,2018-12-15,494,heart
New York,2018-12-15,1958,all
New York,2018-12-15,1830,natural
New York,2018-12-22,432,cancer
New York,2018-12-22,522,heart
New York,2018-12-22,2005,all
New York,2018-12-22,1873,natural
New York,2018-12-29,432,cancer
New York,2018-12-29,542,heart
New York,2018-12-29,2032,all
New York,2018-12-29,1913,natural
New York,2019-01-05,387,cancer
New York,2019-01-05,572,heart
New York,2019-01-05,2061,all
New York,2019-01-05,1941,natural
New York,2019-01-12,409,cancer
New York,2019-01-12,536,heart
New York,2019-01-12,2049,all
New York,2019-01-12,1924,natural
New York,2019-01-19,417,cancer
New York,2019-01-19,564,heart
New York,2019-01-19,2061,all
New York,2019-01-19,1956,natural
New York,2019-01-26,425,cancer
New York,2019-01-26,563,heart
New York,2019-01-26,2162,all
New York,2019-01-26,2042,natural
New York,2019-02-02,379,cancer
New York,2019-02-02,529,heart
New York,2019-02-02,2025,all
New York,2019-02-02,1907,natural
New York,2019-02-09,410,cancer
New York,2019-02-09,528,heart
New York,2019-02-09,2048,all
New York,2019-02-09,1905,natural
New York,2019-02-16,415,cancer
New York,2019-02-16,543,heart
New York,2019-02-16,2018,all
New York,2019-02-16,1903,natural
New York,2019-02-23,405,cancer
New York,2019-02-23,547,heart
New York,2019-02-23,2069,all
New York,2019-02-23,1948,natural
New York,2019-03-02,413,cancer
New York,2019-03-02,521,heart
New York,2019-03-02,2018,all
New York,2019-03-02,1900,natural
New York,2019-03-09,430,cancer
New York,2019-03-09,552,heart
New York,2019-03-09,2184,all
New York,2019-03-09,2056,natural
New York,2019-03-16,402,cancer
New York,2019-03-16,552,heart
New York,2019-03-16,2028,all
New York,2019-03-16,1912,natural
New York,2019-03-23,387,cancer
New York,2019-03-23,529,heart
New York,2019-03-23,2019,all
New York,2019-03-23,1894,natural
New York,2019-03-30,397,cancer
New York,2019-03-30,516,heart
New York,2019-03-30,2011,all
New York,2019-03-30,1891,natural
New York,2019-04-06,408,cancer
New York,2019-04-06,500,heart
New York,2019-04-06,2006,all
New York,2019-04-06,1885,natural
New York,2019-04-13,400,cancer
New York,2019-04-13,514,heart
New York,2019-04-13,1950,all
New York,2019-04-13,1835,natural
New York,2019-04-20,401,cancer
New York,2019-04-20,489,heart
New York,2019-04-20,1925,all
New York,2019-04-20,1812,natural
New York,2019-04-27,418,cancer
New York,2019-04-27,451,heart
New York,2019-04-27,1852,all
New York,2019-04-27,1749,natural
New York,2019-05-04,430,cancer
New York,2019-05-04,517,heart
New York,2019-05-04,1954,all
New York,2019-05-04,1851,natural
New York,2019-05-11,379,cancer
New York,2019-05-11,429,heart
New York,2019-05-11,1811,all
New York,2019-05-11,1695,natural
New York,2019-05-18,407,cancer
New York,2019-05-18,487,heart
New York,2019-05-18,1883,all
New York,2019-05-18,1758,natural
New York,2019-05-25,397,cancer
New York,2019-05-25,501,heart
New York,2019-05-25,1937,all
New York,2019-05-25,1798,natural
New York,2019-06-01,407,cancer
New York,2019-06-01,431,heart
New York,2019-06-01,1735,all
New York,2019-06-01,1601,natural
New York,2019-06-08,391,cancer
New York,2019-06-08,484,heart
New York,2019-06-08,1789,all
New York,2019-06-08,1673,natural
New York,2019-06-15,406,cancer
New York,2019-06-15,484,heart
New York,2019-06-15,1862,all
New York,2019-06-15,1743,natural
New York,2019-06-22,409,cancer
New York,2019-06-22,469,heart
New York,2019-06-22,1790,all
New York,2019-06-22,1671,natural
New York,2019-06-29,403,cancer
New York,2019-06-29,501,heart
New York,2019-06-29,1903,all
New York,2019-06-29,1776,natural
New York,2019-07-06,405,cancer
New York,2019-07-06,431,heart
New York,2019-07-06,1860,all
New York,2019-07-06,1696,natural
New York,2019-07-13,381,cancer
New York,2019-07-13,435,heart
New York,2019-07-13,1754,all
New York,2019-07-13,1604,natural
New York,2019-07-20,425,cancer
New York,2019-07-20,461,heart
New York,2019-07-20,1890,all
New York,2019-07-20,1748,natural
New York,2019-07-27,398,cancer
New York,2019-07-27,461,heart
New York,2019-07-27,1755,all
New York,2019-07-27,1631,natural
New York,2019-08-03,400,cancer
New York,2019-08-03,484,heart
New York,2019-08-03,1820,all
New York,2019-08-03,1704,natural
New York,2019-08-10,445,cancer
New York,2019-08-10,488,heart
New York,2019-08-10,1889,all
New York,2019-08-10,1748,natural
New York,2019-08-17,430,cancer
New York,2019-08-17,447,heart
New York,2019-08-17,1832,all
New York,2019-08-17,1700,natural
New York,2019-08-24,381,cancer
New York,2019-08-24,416,heart
New York,2019-08-24,1715,all
New York,2019-08-24,1580,natural
New York,2019-08-31,392,cancer
New York,2019-08-31,453,heart
New York,2019-08-31,1780,all
New York,2019-08-31,1638,natural
New York,2019-09-07,405,cancer
New York,2019-09-07,445,heart
New York,2019-09-07,1841,all
New York,2019-09-07,1714,natural
New York,2019-09-14,383,cancer
New York,2019-09-14,441,heart
New York,2019-09-14,1743,all
New York,2019-09-14,1626,natural
